,census_tract,cluster_label
471,04013116621,less
472,04013116703,mild
473,04013116707,less
474,04013116708,less
475,04013116709,mild
476,04013116710,less
477,04013116711,less
478,04013116712,less
479,04013116713,less
480,04013116714,less
481,04013116715,less
482,04013116717,mild
483,04013116718,less
484,04013116719,less
485,04013116720,less
486,04013116721,less
487,04013116725,less
488,04013116727,less
489,04013116728,less
490,04013116729,mild
491,04013116730,less
492,04013116731,less
493,04013116732,mild
494,04013116733,mild
495,04013116734,less
496,04013116735,most
497,04013116736,mild
498,04013116737,mild
499,04013116738,less
500,04013116800,mild
501,04013116900,mild
502,04013117000,most
503,04013117100,less
504,04013117200,mild
505,04013117300,most
506,04013216806,less
507,04013216807,less
508,04013216809,less
509,04013216810,mild
510,04013216813,less
511,04013216816,less
512,04013216819,mild
513,04013216820,mild
514,04013216821,mild
515,04013216822,less
516,04013216826,most
517,04013216829,less
518,04013216830,mild
519,04013216831,less
520,04013216832,mild
521,04013216833,less
522,04013216834,less
523,04013216835,mild
524,04013216836,less
525,04013216837,mild
526,04013216838,less
527,04013216839,mild
528,04013216840,less
529,04013216841,less
530,04013216842,less
531,04013216843,less
532,04013216844,mild
533,04013216845,mild
534,04013216849,less
535,04013216850,less
536,04013216851,less
537,04013216852,less
538,04013216853,less
539,04013216854,less
540,04013216855,less
541,04013216856,less
542,04013216857,mild
543,04013216859,less
544,04013216860,mild
545,04013216861,less
546,04013216901,mild
547,04013216902,most
548,04013217001,mild
549,04013217002,less
550,04013217101,less
551,04013217102,less
552,04013217201,less
553,04013217203,mild
554,04013217204,less
555,04013217300,less
556,04013217400,less
557,04013217501,mild
558,04013217502,less
559,04013217600,less
560,04013217700,less
561,04013217800,less
562,04013217900,less
563,04013218000,less
564,04013218100,less
565,04013218200,less
566,04013218300,less
567,04013318400,mild
568,04013318501,less
569,04013318700,less
570,04013318800,mild
571,04013318900,mild
572,04013319002,mild
573,04013319101,mild
574,04013319103,mild
575,04013319104,mild
576,04013319201,mild
577,04013319202,mild
578,04013319300,mild
579,04013319401,mild
580,04013319402,less
581,04013319403,less
582,04013319404,mild
583,04013319500,less
584,04013319600,less
585,04013319705,mild
586,04013319706,mild
587,04013319708,mild
588,04013319710,mild
589,04013319801,less
590,04013319802,less
591,04013319902,mild
592,04013319903,less
593,04013319904,less
594,04013319905,mild
595,04013319906,mild
596,04013319907,less
597,04013319908,less
598,04013319909,less
599,04013319910,less
600,04013320001,less
601,04013320002,most
602,04013320007,less
603,04013320100,mild
604,04013420104,mild
605,04013420105,mild
606,04013420107,less
607,04013420108,less
608,04013420109,less
609,04013420110,less
610,04013420111,less
611,04013420112,most
612,04013420113,mild
613,04013420114,mild
614,04013420115,mild
615,04013420116,mild
616,04013420202,less
617,04013420206,mild
618,04013420207,less
619,04013420208,less
620,04013420209,mild
621,04013420210,mild
622,04013420211,less
623,04013420212,less
624,04013420213,mild
625,04013420214,less
626,04013420215,mild
627,04013420216,mild
628,04013420301,less
629,04013420302,less
630,04013420303,less
631,04013420304,less
632,04013420401,mild
633,04013420402,less
634,04013420503,mild
635,04013420504,less
636,04013420505,mild
637,04013420506,most
638,04013420602,mild
639,04013420603,mild
640,04013420604,mild
641,04013420704,less
642,04013420705,mild
643,04013420706,mild
644,04013420707,mild
645,04013420708,mild
646,04013420709,mild
647,04013420710,most
648,04013420800,mild
649,04013420901,mild
650,04013420902,mild
651,04013421001,mild
652,04013421002,mild
653,04013421101,less
654,04013421102,mild
655,04013421201,less
656,04013421202,less
657,04013421302,mild
658,04013421303,mild
659,04013421304,mild
660,04013421400,mild
661,04013421501,most
662,04013421502,mild
663,04013421601,mild
664,04013421602,most
665,04013421701,most
666,04013421702,mild
667,04013421801,less
668,04013421802,mild
669,04013421901,mild
670,04013421902,mild
671,04013422001,mild
672,04013422002,mild
673,04013422102,mild
674,04013422103,mild
675,04013422104,mild
676,04013422105,less
677,04013422106,mild
678,04013422107,mild
679,04013422203,less
680,04013422209,mild
681,04013422210,less
682,04013422211,mild
683,04013422212,less
684,04013422213,less
685,04013422215,mild
686,04013422216,mild
687,04013422217,less
688,04013422218,less
689,04013422219,less
690,04013422220,mild
691,04013422221,less
692,04013422222,less
693,04013422223,mild
694,04013422227,less
695,04013422301,mild
696,04013422302,mild
697,04013422304,mild
698,04013422305,less
699,04013422307,mild
700,04013422308,less
701,04013422309,less
702,04013422401,mild
703,04013422402,less
704,04013422403,mild
