,census_tract,cluster_label
329,39049009240,mild
330,39049009250,mild
331,39049009251,most
332,39049009252,mild
333,39049009311,mild
334,39049009312,mild
335,39049009321,mild
336,39049009322,mild
337,39049009323,mild
338,39049009325,mild
339,39049009326,mild
340,39049009332,mild
341,39049009334,mild
342,39049009336,most
343,39049009337,mild
344,39049009340,mild
345,39049009350,mild
346,39049009361,mild
347,39049009372,mild
348,39049009373,mild
349,39049009381,mild
350,39049009382,mild
351,39049009383,mild
352,39049009384,mild
353,39049009385,mild
354,39049009386,mild
355,39049009390,mild
356,39049009391,mild
357,39049009392,mild
358,39049009393,mild
359,39049009394,mild
360,39049009395,mild
361,39049009396,mild
362,39049009397,mild
363,39049009401,mild
364,39049009403,mild
365,39049009404,mild
366,39049009405,mild
367,39049009410,mild
368,39049009420,mild
369,39049009440,mild
370,39049009495,mild
371,39049009497,mild
372,39049009498,mild
373,39049009520,mild
374,39049009590,mild
375,39049009600,mild
376,39049009711,mild
377,39049009712,mild
378,39049009751,less
379,39049009752,mild
380,39049009753,mild
381,39049009754,mild
382,39049009755,mild
383,39049009756,mild
384,39049009757,less
385,39049009801,less
386,39049009802,less
387,39049009900,mild
388,39049010000,mild
389,39049010100,mild
390,39049010201,mild
391,39049010202,mild
392,39049010203,mild
393,39049010204,mild
394,39049010300,mild
395,39049010401,less
396,39049010402,less
397,39049010501,less
398,39049010502,less
399,39049010601,less
400,39049010602,less
401,39049010700,mild
402,39049010900,mild
