,census_tract,cluster_label
340,48113014203,less
341,48113014204,less
342,48113014205,less
343,48113014207,mild
344,48113014208,mild
345,48113014209,less
346,48113014306,less
347,48113014308,mild
348,48113014309,mild
349,48113014310,less
350,48113014313,mild
351,48113014314,mild
352,48113014315,most
353,48113014316,less
354,48113014317,less
355,48113014318,less
356,48113014319,mild
357,48113014320,mild
358,48113014405,less
359,48113014406,less
360,48113014407,less
361,48113014408,less
362,48113014409,less
363,48113014410,less
364,48113014501,less
365,48113014502,mild
366,48113014601,mild
367,48113014602,less
368,48113014603,less
369,48113014701,less
370,48113014704,mild
371,48113014903,mild
372,48113015001,most
373,48113015002,less
374,48113015101,mild
375,48113015102,mild
376,48113015202,mild
377,48113015205,less
378,48113015206,mild
379,48113015207,less
380,48113015208,less
381,48113015303,mild
382,48113015304,mild
383,48113015305,mild
384,48113015306,less
385,48113015403,most
386,48113015404,mild
387,48113015405,less
388,48113015406,less
389,48113015500,less
390,48113015600,mild
391,48113015700,mild
392,48113015900,less
393,48113016001,mild
394,48113016002,mild
395,48113016100,less
396,48113016201,less
397,48113016203,most
398,48113016204,mild
399,48113016301,less
400,48113016302,less
401,48113016406,less
402,48113016407,less
403,48113016409,less
404,48113016410,less
405,48113016412,less
406,48113016414,most
407,48113016415,less
408,48113016416,less
409,48113016417,less
410,48113016418,less
411,48113016419,less
412,48113016420,less
413,48113016421,mild
414,48113016511,less
415,48113016513,less
416,48113016516,less
417,48113016517,less
418,48113016518,less
419,48113016519,less
420,48113016521,less
421,48113016522,less
422,48113016524,less
423,48113016525,less
424,48113016526,less
425,48113016527,less
426,48113016528,less
427,48113016529,less
428,48113016530,less
429,48113016531,less
430,48113016532,mild
431,48113016533,less
432,48113016534,mild
433,48113016535,less
434,48113016536,mild
435,48113016607,most
436,48113016610,less
437,48113016615,less
438,48113016616,less
439,48113016617,less
440,48113016618,less
441,48113016619,less
442,48113016620,less
443,48113016621,less
444,48113016622,less
445,48113016623,less
446,48113016624,less
447,48113016626,less
448,48113016627,less
449,48113016628,less
450,48113016629,less
451,48113016630,less
452,48113016631,less
453,48113016632,less
454,48113016633,less
455,48113016634,mild
456,48113016635,less
457,48113016636,less
458,48113016637,less
459,48113016638,less
460,48113016704,less
461,48113016706,less
462,48113016707,less
463,48113016708,less
464,48113016709,most
465,48113016710,less
466,48113016711,less
467,48113016802,less
468,48113016803,less
469,48113016805,less
470,48113016806,less
471,48113016902,less
472,48113016903,most
473,48113017005,mild
474,48113017006,most
475,48113017007,less
476,48113017008,less
477,48113017009,mild
478,48113017010,less
479,48113017101,mild
480,48113017102,mild
481,48113017201,most
482,48113017203,mild
483,48113017204,most
484,48113017307,less
485,48113017308,less
486,48113017309,most
487,48113017310,less
488,48113017311,most
489,48113017312,less
490,48113017313,less
491,48113017314,less
492,48113017315,less
493,48113017400,less
494,48113017500,less
495,48113017602,mild
496,48113017604,mild
497,48113017605,less
498,48113017606,less
499,48113017703,less
500,48113017704,less
501,48113017705,less
502,48113017706,less
503,48113017805,most
504,48113017806,less
505,48113017808,mild
506,48113017811,less
507,48113017812,less
508,48113017814,less
509,48113017815,mild
510,48113017816,less
511,48113017817,less
512,48113017818,mild
513,48113017819,less
514,48113017820,less
515,48113017900,less
516,48113018001,less
517,48113018002,most
518,48113018105,most
519,48113018110,less
520,48113018111,less
521,48113018120,less
522,48113018121,less
523,48113018126,most
524,48113018127,less
525,48113018128,less
526,48113018129,less
527,48113018130,less
528,48113018132,less
529,48113018133,less
530,48113018134,less
531,48113018135,most
532,48113018137,less
533,48113018138,most
